gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1292009893	StillImage	image/jpeg	https://beaty.b-cdn.net/M014649.jpg											
1292009893	StillImage	image/jpeg	https://beaty.b-cdn.net/M014649b.jpg											
1292009893	StillImage	image/jpeg	https://beaty.b-cdn.net/M014649a.jpg											
1292009891	StillImage	image/jpeg	https://beaty.b-cdn.net/M014655a.jpg											
1292009891	StillImage	image/jpeg	https://beaty.b-cdn.net/M014655.jpg											
1292009888	StillImage	image/jpeg	https://beaty.b-cdn.net/M014657a.jpg											
1292009888	StillImage	image/jpeg	https://beaty.b-cdn.net/M014657.jpg											
1292009888	StillImage	image/jpeg	https://beaty.b-cdn.net/M014657b.jpg											
1292009887	StillImage	image/jpeg	https://beaty.b-cdn.net/M014704b.jpg											
1292009887	StillImage	image/jpeg	https://beaty.b-cdn.net/M014704a.jpg											
1292009887	StillImage	image/jpeg	https://beaty.b-cdn.net/M014704.jpg											
1292009885	StillImage	image/jpeg	https://beaty.b-cdn.net/M014728.jpg											
1292009885	StillImage	image/jpeg	https://beaty.b-cdn.net/M014728a.jpg											
1292009885	StillImage	image/jpeg	https://beaty.b-cdn.net/M014728b.jpg											
1292009884	StillImage	image/jpeg	https://beaty.b-cdn.net/M014716a.jpg											
1292009884	StillImage	image/jpeg	https://beaty.b-cdn.net/M014716b.jpg											
1292009884	StillImage	image/jpeg	https://beaty.b-cdn.net/M014716.jpg											
1292009883	StillImage	image/jpeg	https://beaty.b-cdn.net/M014653.jpg											
1292009883	StillImage	image/jpeg	https://beaty.b-cdn.net/M014653a.jpg											
1292009883	StillImage	image/jpeg	https://beaty.b-cdn.net/M014653b.jpg											
1292009882	StillImage	image/jpeg	https://beaty.b-cdn.net/M014700a.jpg											
1292009882	StillImage	image/jpeg	https://beaty.b-cdn.net/M014700.jpg											
1292009880	StillImage	image/jpeg	https://beaty.b-cdn.net/M014661a.jpg											
1292009880	StillImage	image/jpeg	https://beaty.b-cdn.net/M014661.jpg											
1292009880	StillImage	image/jpeg	https://beaty.b-cdn.net/M014661b.jpg											
1292009879	StillImage	image/jpeg	https://beaty.b-cdn.net/M014648.jpg											
